time,pin_voltage,current
2020-03-26 10:43:18.459435, 1561.552, 258
2020-03-26 10:43:18.920454, 1562.21, 261
2020-03-26 10:43:19.381403, 1561.694, 258
2020-03-26 10:43:19.842400, 1561.648, 258
2020-03-26 10:43:20.303362, 1562.012, 260
2020-03-26 10:43:20.764150, 1562.376, 262
2020-03-26 10:43:21.225258, 1562.444, 262
2020-03-26 10:43:21.686241, 1561.438, 257
2020-03-26 10:43:22.147339, 1562.076, 260
2020-03-26 10:43:22.608361, 1562.086, 260
2020-03-26 10:43:23.069407, 1561.524, 258
2020-03-26 10:43:23.530209, 1561.818, 259
2020-03-26 10:43:23.990935, 1562.39, 262
2020-03-26 10:43:24.451708, 1561.712, 259
2020-03-26 10:43:24.912637, 1562.404, 262
2020-03-26 10:43:25.373691, 1561.776, 259
2020-03-26 10:43:25.834616, 1561.568, 258
2020-03-26 10:43:26.295665, 1561.524, 258
2020-03-26 10:43:26.756813, 1562.196, 261
2020-03-26 10:43:27.217765, 1561.744, 259
